cn	CHR	START	END	i	cn_ctc	cn_cdp	cn_wbc
4	chr3	55044932	55557611	779	5.1428571	6.666667	1.94444444444444
4	chr3	55557612	56106944	780	5.1428571	6.666667	1.94444444444444
4	chr3	56106945	56678303	781	5.1428571	6.666667	1.94444444444444
4	chr3	56678304	57231513	782	5.1428571	6.666667	1.94444444444444
4	chr3	57231514	57785430	783	5.1428571	6.666667	1.94444444444444
4	chr3	57785431	58330114	784	5.1428571	6.666667	1.94444444444444
4	chr3	58330115	58860643	785	5.1428571	6.666667	1.94444444444444
4	chr3	58860644	59391546	786	5.1428571	6.666667	1.94444444444444
4	chr3	59391547	59995333	787	5.1428571	6.666667	1.94444444444444
4	chr3	59995334	60543802	788	5.1428571	6.666667	1.94444444444444
4	chr3	60543803	61081831	789	5.1428571	6.666667	1.94444444444444
4	chr3	61081832	61654566	790	5.1428571	6.75	1.94444444444444
4	chr3	61654567	62254600	791	5.1428571	6.75	1.94444444444444
4	chr3	62254601	62820266	792	5.1428571	6.75	1.94444444444444
4	chr3	62820267	63371519	793	5.1428571	6.75	1.94444444444444
4	chr3	63371520	63905797	794	5.1428571	6.75	1.94444444444444
4	chr3	63905798	64465870	795	5.1428571	6.75	1.94444444444444
4	chr3	64465871	65056003	796	5.1428571	6.75	1.94444444444444
4	chr3	65056004	65584387	797	5.1428571	6.75	1.94444444444444
4	chr3	65584388	66109376	798	5.1428571	6.75	1.94444444444444
4	chr3	66109377	66656428	799	5.1428571	6.75	1.94444444444444
4	chr3	66656429	67232258	800	5.1428571	6.75	1.94444444444444
4	chr3	67232259	67794271	801	5.1428571	6.75	1.94444444444444
4	chr3	67794272	68326836	802	5.1428571	6.75	1.94444444444444
4	chr3	68326837	68866286	803	5.1428571	6.75	1.94444444444444
4	chr3	68866287	69389058	804	5.1428571	6.75	1.94444444444444
4	chr3	69389059	69926696	805	5.1428571	6.75	1.94444444444444
4	chr3	69926697	70474268	806	5.1428571	6.75	1.94444444444444
4	chr3	70474269	71048092	807	5.1428571	6.75	1.94444444444444
4	chr3	71048093	71632029	808	5.1428571	6.75	1.94444444444444
4	chr3	71632030	72182722	809	5.1428571	6.75	1.94444444444444
4	chr3	72182723	72740509	810	5.1428571	6.75	1.94444444444444
4	chr3	72740510	73301956	811	5.1428571	6.75	1.94444444444444
4	chr3	73301957	73854042	812	5.1428571	6.75	1.94444444444444
4	chr3	73854043	74417482	813	5.1428571	6.75	1.94444444444444
4	chr3	74417483	75009854	814	5.1428571	6.75	1.94444444444444
4	chr3	75009855	75574086	815	5.1428571	6.75	1.94444444444444
4	chr3	75574087	76117880	816	5.1428571	6.75	1.94444444444444
4	chr3	76117881	76663093	817	5.1428571	6.75	1.94444444444444
4	chr3	76663094	77216747	818	5.1428571	6.75	1.94444444444444
4	chr3	77216748	77783787	819	5.1428571	6.75	1.94444444444444
4	chr3	77783788	78341649	820	5.1428571	6.75	1.94444444444444
4	chr3	78341650	78939063	821	5.1428571	6.75	1.94444444444444
4	chr3	78939064	79465999	822	5.1428571	6.75	1.94444444444444
4	chr3	79466000	80004790	823	5.1428571	6.75	1.94444444444444
4	chr3	80004791	80571193	824	5.1428571	6.75	1.94444444444444
4	chr3	80571194	81111482	825	5.1428571	6.75	1.94444444444444
4	chr3	81111483	81662810	826	5.1428571	6.75	1.94444444444444
4	chr3	81662811	82198079	827	5.1428571	6.75	1.94444444444444
4	chr3	82198080	82745934	828	5.1428571	6.75	1.94444444444444
4	chr3	82745935	83273131	829	5.1428571	6.75	1.94444444444444
4	chr3	83273132	83820454	830	5.1428571	6.75	1.94444444444444
4	chr3	83820455	84339649	831	5.1428571	6.75	1.94444444444444
4	chr3	84339650	84867316	832	5.1428571	6.75	1.94444444444444
4	chr3	84867317	85388857	833	5.1428571	6.75	1.94444444444444
4	chr3	85388858	85906475	834	5.1428571	6.75	1.94444444444444
4	chr3	85906476	86441428	835	5.1428571	6.75	1.94444444444444
4	chr3	86441429	86968202	836	5.1428571	6.75	1.94444444444444
4	chr3	86968203	87504121	837	5.1428571	6.75	1.94444444444444
4	chr3	87504122	88020984	838	5.1428571	6.75	1.94444444444444
4	chr3	88020985	88540911	839	5.1428571	6.75	1.94444444444444
4	chr3	88540912	89067442	840	5.1428571	6.75	1.94444444444444
4	chr3	89067443	89583212	841	5.1428571	6.75	1.94444444444444
4	chr3	89583213	90097405	842	5.1428571	6.75	1.94444444444444
4	chr3	90097406	90617599	843	5.1428571	6.75	1.94444444444444
4	chr3	90617600	91232494	844	5.1428571	6.75	1.94444444444444
4	chr3	91232495	91806437	845	5.1428571	6.75	1.94444444444444
4	chr3	91806438	92368509	846	5.1428571	6.75	1.94444444444444
4	chr3	92368510	92905665	847	5.1428571	6.75	1.94444444444444
4	chr3	92905666	93445687	848	5.0714286	6.75	1.94444444444444
4	chr3	93445688	94022211	849	5.0714286	6.75	1.94444444444444
4	chr3	94022212	94583835	850	5.0714286	6.75	1.94444444444444
4	chr3	94583836	95112507	851	5.0714286	6.75	1.94444444444444
4	chr3	95112508	95645630	852	5.0714286	6.75	1.94444444444444
4	chr3	95645631	96161633	853	5.0714286	6.75	1.94444444444444
4	chr3	96161634	96705239	854	5.0714286	6.75	1.94444444444444
4	chr3	96705240	97228339	855	5.0714286	6.75	1.94444444444444
4	chr3	97228340	97756940	856	5.0714286	6.75	1.94444444444444
4	chr3	97756941	98268223	857	5.0714286	6.75	1.94444444444444
4	chr3	98268224	98851796	858	5.0714286	6.75	1.94444444444444
4	chr3	98851797	99403161	859	5.0714286	6.75	1.94444444444444
4	chr3	99403162	99966872	860	5.0714286	6.75	1.94444444444444
4	chr3	99966873	100506949	861	5.0714286	6.75	1.94444444444444
4	chr3	100506950	101020840	862	5.0714286	6.75	1.94444444444444
4	chr3	101020841	101531547	863	5.0714286	6.75	1.94444444444444
4	chr3	101531548	102046444	864	5.0714286	6.75	1.94444444444444
4	chr3	102046445	102574263	865	5.0714286	6.75	1.94444444444444
4	chr3	102574264	103123050	866	5.0714286	6.75	1.94444444444444
4	chr3	103123051	103648220	867	5.0714286	6.75	1.94444444444444
4	chr3	103648221	104176690	868	5.0714286	6.75	1.94444444444444
4	chr3	104176691	104708235	869	5.0714286	6.75	1.94444444444444
4	chr3	104708236	105230079	870	5.0714286	6.75	1.94444444444444
4	chr3	105230080	105754605	871	5.0714286	6.75	1.94444444444444
4	chr3	105754606	106312795	872	5.0714286	6.75	1.94444444444444
4	chr3	106312796	106904432	873	5.0714286	6.75	1.94444444444444
4	chr3	106904433	107425174	874	5.0714286	6.75	1.94444444444444
4	chr3	107425175	107936183	875	5.0714286	6.75	1.94444444444444
4	chr3	107936184	108454978	876	5.0714286	6.75	1.94444444444444
4	chr3	108454979	108979494	877	5.0714286	6.75	1.94444444444444
4	chr3	108979495	109521426	878	5.0714286	6.75	1.94444444444444
4	chr3	109521427	110045743	879	5.0714286	6.75	1.94444444444444
4	chr3	110045744	110604776	880	5.0714286	6.75	1.94444444444444
4	chr3	110604777	111154050	881	5.0714286	6.75	1.94444444444444
4	chr3	111154051	111720056	882	5.0714286	6.75	1.94444444444444
4	chr3	111720057	112297440	883	5.0714286	6.75	1.94444444444444
3	chr3	112297441	112861443	884	5.0714286	6.75	1.94444444444444
3	chr3	112861444	113593506	885	5.0714286	6.583333	1.94444444444444
3	chr3	113593507	114165534	886	5.0714286	6.583333	1.94444444444444
3	chr3	114165535	114738112	887	5.0714286	6.583333	1.94444444444444
3	chr3	114738113	115282863	888	4.8571429	6.583333	1.94444444444444
3	chr3	115282864	115827395	889	4.8571429	6.583333	1.94444444444444
3	chr3	115827396	116356117	890	4.8571429	6.583333	1.94444444444444
3	chr3	116356118	116886534	891	4.8571429	6.583333	1.94444444444444
3	chr3	116886535	117439973	892	4.8571429	6.583333	1.94444444444444
3	chr3	117439974	117964631	893	4.8571429	6.583333	1.94444444444444
3	chr3	117964632	118506579	894	4.8571429	6.416667	1.94444444444444
3	chr3	118506580	119044810	895	4.8571429	6.416667	1.94444444444444
3	chr3	119044811	119576181	896	4.8571429	6.416667	1.94444444444444
3	chr3	119576182	120118350	897	4.8571429	6.416667	1.94444444444444
3	chr3	120118351	120650614	898	4.8571429	6.416667	1.94444444444444
3	chr3	120650615	121217613	899	4.8571429	6.416667	1.94444444444444
3	chr3	121217614	121731235	900	4.8571429	6.416667	1.94444444444444
3	chr3	121731236	122249358	901	4.8571429	6.416667	1.94444444444444
3	chr3	122249359	122763671	902	4.8571429	6.416667	1.94444444444444
3	chr3	122763672	123288622	903	4.8571429	6.416667	1.94444444444444
3	chr3	123288623	123826873	904	4.8571429	6.416667	1.94444444444444
3	chr3	123826874	124393585	905	4.8571429	6.416667	1.94444444444444
3	chr3	124393586	124931458	906	4.8571429	6.416667	1.94444444444444
3	chr3	124931459	125483843	907	4.8571429	6.416667	1.94444444444444
3	chr3	125483844	126018822	908	4.8571429	6.416667	1.94444444444444
3	chr3	126018823	126573118	909	4.8571429	6.416667	1.94444444444444
3	chr3	126573119	127095979	910	4.8571429	6.416667	1.94444444444444
3	chr3	127095980	127618770	911	4.8571429	6.416667	1.94444444444444
3	chr3	127618771	128146742	912	4.8571429	6.416667	1.94444444444444
3	chr3	128146743	128682021	913	4.8571429	6.416667	1.94444444444444
3	chr3	128682022	129235644	914	4.8571429	6.416667	1.94444444444444
3	chr3	129235645	129761282	915	4.8571429	6.416667	1.94444444444444
3	chr3	129761283	130284524	916	4.8571429	6.416667	1.94444444444444
3	chr3	130284525	130811944	917	4.8571429	6.416667	1.94444444444444
3	chr3	130811945	131327248	918	4.8571429	6.416667	1.94444444444444
3	chr3	131327249	131961343	919	4.8571429	6.416667	1.94444444444444
3	chr3	131961344	132486801	920	4.8571429	6.416667	1.94444444444444
3	chr3	132486802	133023207	921	4.8571429	6.416667	1.94444444444444
3	chr3	133023208	133572867	922	4.8571429	6.416667	1.94444444444444
3	chr3	133572868	134142632	923	4.8571429	6.416667	1.94444444444444
3	chr3	134142633	134697833	924	4.8571429	6.416667	1.94444444444444
3	chr3	134697834	135269230	925	4.8571429	6.416667	1.94444444444444
3	chr3	135269231	135792242	926	4.8571429	6.416667	1.94444444444444
3	chr3	135792243	136337720	927	4.8571429	6.416667	1.94444444444444
3	chr3	136337721	136866565	928	4.8571429	6.416667	1.94444444444444
3	chr3	136866566	137394690	929	4.8571429	6.416667	1.94444444444444
3	chr3	137394691	137956677	930	4.8571429	6.416667	1.94444444444444
3	chr3	137956678	138487091	931	4.8571429	6.416667	1.94444444444444
3	chr3	138487092	138999731	932	4.8571429	6.416667	1.94444444444444
3	chr3	138999732	139564683	933	4.8571429	6.416667	1.94444444444444
3	chr3	139564684	140102699	934	4.8571429	6.416667	1.94444444444444
3	chr3	140102700	140649438	935	4.8571429	6.416667	1.94444444444444
3	chr3	140649439	141206637	936	4.8571429	6.416667	1.94444444444444
3	chr3	141206638	141743929	937	4.8571429	6.416667	1.94444444444444
3	chr3	141743930	142261943	938	4.8571429	6.416667	1.94444444444444
3	chr3	142261944	142788205	939	4.8571429	6.416667	1.94444444444444
3	chr3	142788206	143317860	940	4.8571429	6.416667	1.94444444444444
3	chr3	143317861	143829021	941	4.8571429	6.416667	1.94444444444444
3	chr3	143829022	144358048	942	4.8571429	6.416667	1.94444444444444
3	chr3	144358049	144902226	943	4.8571429	6.416667	1.94444444444444
3	chr3	144902227	145436927	944	4.8571429	6.416667	1.94444444444444
3	chr3	145436928	145956198	945	4.8571429	6.416667	1.94444444444444
3	chr3	145956199	146489607	946	4.8571429	6.416667	1.94444444444444
3	chr3	146489608	147007640	947	4.8571429	6.416667	1.94444444444444
3	chr3	147007641	147540176	948	4.8571429	6.416667	1.94444444444444
3	chr3	147540177	148074851	949	4.8571429	6.416667	1.94444444444444
3	chr3	148074852	148601647	950	4.8571429	6.416667	1.94444444444444
3	chr3	148601648	149131755	951	4.8571429	6.416667	1.94444444444444
3	chr3	149131756	149642834	952	4.8571429	6.416667	1.94444444444444
3	chr3	149642835	150186735	953	4.8571429	6.416667	1.94444444444444
3	chr3	150186736	150705377	954	4.8571429	6.416667	1.94444444444444
3	chr3	150705378	151242892	955	4.8571429	6.416667	1.94444444444444
3	chr3	151242893	151785713	956	4.8571429	6.416667	1.94444444444444
3	chr3	151785714	152318163	957	4.8571429	6.416667	1.94444444444444
3	chr3	152318164	152856688	958	4.8571429	6.416667	1.94444444444444
3	chr3	152856689	153368308	959	4.8571429	6.416667	1.94444444444444
3	chr3	153368309	153884798	960	4.8571429	6.416667	1.94444444444444
3	chr3	153884799	154410681	961	4.8571429	6.416667	1.94444444444444
3	chr3	154410682	154932904	962	4.8571429	6.416667	1.94444444444444
3	chr3	154932905	155474208	963	4.8571429	6.416667	1.94444444444444
3	chr3	155474209	156016101	964	4.8571429	6.416667	1.94444444444444
3	chr3	156016102	156569217	965	4.8571429	6.416667	1.94444444444444
3	chr3	156569218	157102786	966	4.8571429	6.416667	1.94444444444444
3	chr3	157102787	157632285	967	4.8571429	6.416667	1.94444444444444
3	chr3	157632286	158185152	968	4.8571429	6.416667	1.94444444444444
3	chr3	158185153	158747182	969	4.8571429	6.416667	1.94444444444444
3	chr3	158747183	159344365	970	4.8571429	6.416667	2
3	chr3	159344366	160039680	971	4.8571429	6.416667	2
3	chr4	1	3729945	972	4.0714286	5.916667	1.94444444444444
3	chr4	3729946	4290867	973	4.0714286	5.916667	1.94444444444444
3	chr4	4290868	4845361	974	4.0714286	5.916667	1.94444444444444
3	chr4	4845362	5457466	975	4.0714286	5.916667	1.94444444444444
3	chr4	5457467	6017783	976	4.0714286	5.916667	1.94444444444444
3	chr4	6017784	6563035	977	4.0714286	5.916667	1.94444444444444
3	chr4	6563036	7094858	978	4.0714286	5.916667	1.94444444444444
3	chr4	7094859	7675694	979	4.0714286	5.916667	1.94444444444444
3	chr4	7675695	8247895	980	4.0714286	5.916667	1.94444444444444
3	chr4	8247896	8819229	981	4.0714286	5.916667	1.94444444444444
3	chr4	8819230	9336116	982	4.0714286	5.916667	1.94444444444444
3	chr4	9336117	9881498	983	4.0714286	5.916667	1.94444444444444
3	chr4	9881499	10458742	984	4.0714286	5.916667	1.94444444444444
3	chr4	10458743	11025305	985	4.0714286	5.916667	1.94444444444444
3	chr4	11025306	11545832	986	4.0714286	5.916667	1.94444444444444
3	chr4	11545833	12072221	987	4.0714286	5.916667	1.94444444444444
3	chr4	12072222	12637926	988	4.0714286	5.916667	1.94444444444444
3	chr4	12637927	13210105	989	4.0714286	5.916667	1.94444444444444
3	chr4	13210106	13748083	990	4.0714286	5.916667	2.27777777777778
3	chr4	13748084	14301125	991	4.0714286	5.916667	2.27777777777778
3	chr4	14301126	14878452	992	4.0714286	5.916667	2.27777777777778
3	chr4	14878453	15433014	993	4.0714286	5.916667	2.27777777777778
3	chr4	15433015	15990435	994	4.0714286	5.916667	2.27777777777778
3	chr4	15990436	16565704	995	4.0714286	5.916667	2.27777777777778
3	chr4	16565705	17149733	996	4.0714286	5.916667	1.94444444444444
3	chr4	17149734	17740964	997	4.0714286	5.916667	1.94444444444444
3	chr4	17740965	18301198	998	4.0714286	5.916667	1.94444444444444
3	chr4	18301199	18886677	999	4.0714286	5.916667	1.94444444444444
3	chr4	18886678	19462015	1000	4.1428571	5.916667	1.94444444444444
3	chr4	19462016	20007782	1001	4.1428571	5.916667	1.94444444444444
3	chr4	20007783	20572239	1002	4.1428571	5.916667	1.94444444444444
3	chr4	20572240	21144205	1003	4.1428571	5.916667	1.94444444444444
3	chr4	21144206	21777760	1004	4.1428571	5.916667	1.94444444444444
3	chr4	21777761	22297861	1005	4.1428571	5.916667	1.94444444444444
3	chr4	22297862	22878261	1006	4.1428571	5.916667	1.94444444444444
3	chr4	22878262	23455765	1007	4.1428571	5.916667	1.94444444444444
3	chr4	23455766	24005415	1008	4.1428571	5.916667	1.94444444444444
3	chr4	24005416	24594371	1009	4.1428571	5.916667	1.94444444444444
3	chr4	24594372	25145592	1010	4.1428571	5.916667	1.94444444444444
3	chr4	25145593	25712652	1011	4.1428571	5.916667	1.94444444444444
3	chr4	25712653	26312194	1012	4.1428571	5.916667	1.94444444444444
3	chr4	26312195	26860989	1013	4.1428571	5.916667	1.94444444444444
3	chr4	26860990	27418308	1014	4.1428571	5.916667	1.94444444444444
3	chr4	27418309	27966888	1015	4.1428571	5.916667	1.94444444444444
3	chr4	27966889	28520642	1016	4.1428571	5.916667	1.94444444444444
3	chr4	28520643	29069624	1017	4.1428571	5.916667	1.94444444444444
3	chr4	29069625	29610260	1018	4.1428571	5.916667	1.94444444444444
3	chr4	29610261	30157703	1019	4.1428571	5.916667	1.94444444444444
3	chr4	30157704	30731954	1020	4.1428571	5.916667	1.94444444444444
3	chr4	30731955	31285990	1021	4.0714286	5.916667	1.94444444444444
3	chr4	31285991	31823257	1022	4.0714286	5.916667	1.94444444444444
3	chr4	31823258	32349174	1023	4.0714286	5.916667	1.94444444444444
3	chr4	32349175	32867593	1024	4.0714286	5.916667	1.94444444444444
3	chr4	32867594	33384950	1025	4.0714286	5.916667	1.94444444444444
3	chr4	33384951	33908064	1026	4.0714286	5.916667	1.94444444444444
3	chr4	33908065	34462065	1027	4.0714286	5.916667	1.94444444444444
3	chr4	34462066	34998754	1028	4.0714286	5.916667	1.94444444444444
3	chr4	34998755	35563655	1029	4.0714286	5.916667	1.94444444444444
3	chr4	35563656	36132834	1030	4.0714286	5.916667	1.94444444444444
3	chr4	36132835	36673384	1031	4.0714286	5.916667	1.94444444444444
3	chr4	36673385	37211220	1032	4.0714286	5.916667	1.94444444444444
3	chr4	37211221	37779164	1033	4.0714286	5.916667	1.94444444444444
3	chr4	37779165	38348203	1034	4.0714286	5.916667	1.94444444444444
3	chr4	38348204	38922284	1035	4.0714286	5.916667	1.94444444444444
3	chr4	38922285	39487971	1036	4.0714286	5.916667	1.94444444444444
3	chr4	39487972	40052073	1037	4.0714286	5.916667	1.94444444444444
3	chr4	40052074	40597121	1038	4.0714286	5.916667	1.94444444444444
3	chr4	40597122	41135813	1039	4.0714286	5.916667	1.94444444444444
3	chr4	41135814	41653064	1040	4.0714286	5.916667	1.94444444444444
3	chr4	41653065	42180867	1041	4.0714286	5.916667	1.94444444444444
3	chr4	42180868	42769499	1042	4.0714286	5.916667	1.94444444444444
3	chr4	42769500	43292470	1043	4.0714286	5.916667	1.94444444444444
3	chr4	43292471	43823926	1044	4.0714286	5.916667	1.94444444444444
3	chr4	43823927	44343769	1045	4.0714286	5.916667	1.94444444444444
3	chr4	44343770	44865692	1046	4.0714286	5.916667	1.94444444444444
3	chr4	44865693	45388396	1047	4.0714286	5.916667	1.94444444444444
3	chr4	45388397	45907030	1048	4.0714286	5.916667	1.94444444444444
3	chr4	45907031	46424898	1049	4.0714286	5.916667	1.94444444444444
3	chr4	46424899	46941976	1050	4.0714286	5.916667	1.94444444444444
3	chr4	46941977	47457476	1051	4.0714286	5.916667	1.94444444444444
3	chr4	47457477	47976863	1052	4.0714286	5.916667	1.94444444444444
3	chr4	47976864	48503457	1053	4.0714286	5.916667	1.94444444444444
3	chr4	48503458	49052115	1054	4.0714286	5.916667	1.94444444444444
3	chr4	49052116	49610167	1055	4.0714286	5.916667	1.94444444444444
3	chr4	49610168	50147431	1056	4.0714286	5.916667	1.94444444444444
3	chr4	50147432	50736252	1057	4.0714286	5.916667	1.94444444444444
3	chr4	50736253	51298341	1058	4.0714286	5.916667	1.94444444444444
3	chr4	51298342	51861756	1059	4.0714286	5.916667	1.94444444444444
3	chr4	51861757	52449264	1060	4.0714286	5.916667	1.94444444444444
3	chr4	52449265	52982483	1061	4.0714286	5.916667	1.94444444444444
3	chr4	52982484	53515096	1062	4.0714286	5.916667	1.94444444444444
3	chr4	53515097	54054677	1063	4.0714286	5.916667	1.94444444444444
3	chr4	54054678	54611314	1064	4.0714286	5.916667	1.94444444444444
3	chr4	54611315	55153030	1065	4.0714286	5.916667	1.94444444444444
3	chr4	55153031	55678403	1066	4.0714286	5.916667	1.94444444444444
3	chr4	55678404	56204656	1067	4.0714286	5.916667	1.94444444444444
3	chr4	56204657	56754557	1068	4.0714286	5.916667	1.94444444444444
3	chr4	56754558	57264317	1069	4.0714286	5.916667	1.94444444444444
3	chr4	57264318	57779503	1070	4.0714286	5.916667	1.94444444444444
3	chr4	57779504	58316788	1071	4.0714286	5.916667	1.94444444444444
3	chr4	58316789	58856777	1072	4.0714286	5.916667	1.94444444444444
3	chr4	58856778	59382427	1073	4.0714286	5.916667	1.94444444444444
3	chr4	59382428	59894371	1074	4.0714286	5.916667	1.94444444444444
3	chr4	59894372	60514421	1075	4.0714286	5.916667	1.94444444444444
3	chr4	60514422	61402402	1076	4.0714286	5.916667	1.94444444444444
3	chr4	61402403	61973017	1077	4.0714286	5.916667	1.94444444444444
3	chr4	61973018	62526401	1078	4.0714286	5.916667	1.94444444444444
3	chr4	62526402	63063060	1079	4.0714286	5.916667	1.94444444444444
3	chr4	63063061	63569892	1080	4.0714286	5.916667	1.94444444444444
3	chr4	63569893	64096874	1081	4.0714286	5.916667	1.94444444444444
3	chr4	64096875	64664643	1082	4.0714286	5.916667	1.94444444444444
3	chr4	64664644	65211492	1083	4.0714286	5.916667	1.94444444444444
3	chr4	65211493	65736808	1084	3.9285714	5.916667	1.94444444444444
3	chr4	65736809	66295508	1085	3.9285714	5.916667	1.94444444444444
3	chr4	66295509	66873134	1086	3.9285714	5.916667	1.94444444444444
3	chr4	66873135	67431306	1087	3.9285714	5.916667	1.94444444444444
3	chr4	67431307	67974578	1088	3.9285714	5.916667	1.94444444444444
3	chr4	67974579	68527485	1089	3.9285714	5.916667	1.94444444444444
3	chr4	68527486	69068154	1090	3.9285714	5.916667	1.94444444444444
3	chr4	69068155	69643790	1091	4.0714286	5.916667	1.94444444444444
3	chr4	69643791	70210329	1092	4.0714286	5.916667	1.94444444444444
3	chr4	70210330	70758080	1093	4.0714286	5.916667	1.94444444444444
3	chr4	70758081	71330171	1094	4.0714286	5.916667	1.94444444444444
3	chr4	71330172	71899745	1095	4.0714286	5.916667	1.94444444444444
3	chr4	71899746	72470215	1096	4.0714286	5.916667	1.94444444444444
3	chr4	72470216	73038167	1097	4.0714286	5.916667	1.94444444444444
3	chr4	73038168	73617340	1098	4.0714286	5.916667	1.94444444444444
3	chr4	73617341	74201824	1099	4.0714286	5.916667	1.94444444444444
3	chr4	74201825	74788953	1100	4.0714286	5.916667	1.94444444444444
3	chr4	74788954	75386048	1101	4.0714286	5.916667	1.94444444444444
3	chr4	75386049	75944162	1102	4.0714286	5.916667	1.94444444444444
3	chr4	75944163	76460246	1103	4.0714286	5.916667	1.94444444444444
3	chr4	76460247	76985727	1104	4.0714286	5.916667	1.94444444444444
3	chr4	76985728	77524583	1105	4.0714286	5.916667	1.94444444444444
3	chr4	77524584	78065262	1106	4.0714286	5.916667	1.94444444444444
3	chr4	78065263	78624840	1107	4.0714286	5.916667	1.94444444444444
3	chr4	78624841	79178394	1108	4.0714286	5.916667	1.94444444444444
3	chr4	79178395	79759367	1109	4.0714286	5.916667	1.94444444444444
3	chr4	79759368	80322187	1110	4.0714286	5.916667	1.94444444444444
3	chr4	80322188	80886164	1111	4.0714286	5.916667	1.94444444444444
3	chr4	80886165	81450234	1112	4.0714286	5.916667	1.94444444444444
3	chr4	81450235	82024450	1113	4.0714286	5.916667	1.94444444444444
3	chr4	82024451	82551845	1114	4.0714286	5.916667	1.94444444444444
3	chr4	82551846	83093399	1115	4.0714286	5.916667	1.94444444444444
3	chr4	83093400	83648289	1116	4.0714286	5.916667	1.94444444444444
3	chr4	83648290	84176304	1117	4.0714286	5.916667	1.94444444444444
3	chr4	84176305	84684565	1118	4.0714286	5.916667	1.94444444444444
3	chr4	84684566	85215772	1119	4.0714286	5.916667	1.94444444444444
3	chr4	85215773	85750325	1120	4.0714286	5.916667	1.94444444444444
3	chr4	85750326	86284370	1121	4.0714286	5.916667	1.94444444444444
3	chr4	86284371	86822319	1122	4.0714286	5.916667	1.94444444444444
3	chr4	86822320	87359758	1123	4.0714286	5.916667	1.94444444444444
3	chr4	87359759	87900227	1124	4.0714286	5.916667	1.94444444444444
3	chr4	87900228	88438856	1125	4.0714286	5.916667	1.94444444444444
3	chr4	88438857	88993195	1126	4.0714286	5.916667	1.94444444444444
3	chr4	88993196	89569809	1127	4.0714286	5.916667	1.94444444444444
3	chr4	89569810	90147597	1128	4.0714286	5.916667	1.94444444444444
3	chr4	90147598	90719171	1129	4.0714286	5.916667	1.94444444444444
3	chr4	90719172	91285730	1130	4.0714286	5.916667	1.94444444444444
3	chr4	91285731	91862421	1131	4.0714286	5.916667	1.94444444444444
3	chr4	91862422	92420029	1132	4.0714286	5.916667	1.94444444444444
3	chr4	92420030	92979111	1133	4.0714286	5.916667	1.94444444444444
3	chr4	92979112	93537271	1134	4.0714286	5.916667	1.94444444444444
3	chr4	93537272	94103169	1135	4.0714286	5.916667	1.94444444444444
3	chr4	94103170	94632869	1136	4.0714286	5.916667	1.94444444444444
3	chr4	94632870	95190857	1137	4.0714286	5.916667	1.94444444444444
3	chr4	95190858	95723582	1138	4.0714286	5.916667	1.94444444444444
3	chr4	95723583	96278499	1139	4.0714286	5.916667	1.94444444444444
3	chr4	96278500	96841149	1140	4.0714286	5.916667	1.94444444444444
3	chr4	96841150	97398544	1141	4.0714286	5.916667	1.94444444444444
3	chr4	97398545	97907668	1142	4.0714286	5.916667	1.94444444444444
3	chr4	97907669	98423770	1143	4.0714286	5.916667	1.94444444444444
3	chr4	98423771	98955156	1144	4.0714286	5.916667	1.94444444444444
3	chr4	98955157	99478061	1145	4.0714286	5.916667	1.94444444444444
3	chr4	99478062	100047397	1146	4.0714286	5.916667	1.94444444444444
3	chr4	100047398	100575608	1147	4.0714286	5.916667	1.94444444444444
3	chr4	100575609	101121096	1148	4.0714286	5.916667	1.94444444444444
3	chr4	101121097	101643666	1149	4.0714286	5.916667	1.94444444444444
3	chr4	101643667	102210251	1150	4.0714286	5.916667	1.94444444444444
3	chr4	102210252	102725616	1151	4.0714286	5.916667	1.94444444444444
3	chr4	102725617	103255021	1152	4.0714286	5.916667	1.94444444444444
3	chr4	103255022	103794132	1153	4.0714286	5.916667	1.94444444444444
3	chr4	103794133	104322450	1154	4.0714286	5.916667	1.94444444444444
3	chr4	104322451	104827632	1155	4.0714286	5.916667	1.94444444444444
3	chr4	104827633	105354741	1156	4.0714286	5.916667	1.94444444444444
3	chr4	105354742	105906423	1157	4.0714286	5.916667	1.94444444444444
3	chr4	105906424	106427560	1158	4.0714286	5.916667	1.94444444444444
3	chr4	106427561	106937959	1159	4.0714286	5.916667	1.94444444444444
3	chr4	106937960	107449635	1160	4.0714286	5.916667	1.94444444444444
3	chr4	107449636	107976057	1161	4.0714286	5.916667	1.94444444444444
3	chr4	107976058	108514837	1162	4.0714286	5.916667	1.94444444444444
3	chr4	108514838	109044223	1163	4.0714286	5.916667	1.94444444444444
3	chr4	109044224	109574395	1164	4.0714286	5.916667	1.94444444444444
3	chr4	109574396	110114636	1165	4.0714286	5.916667	1.94444444444444
3	chr4	110114637	110682406	1166	4.0714286	5.916667	1.94444444444444
3	chr4	110682407	111257165	1167	4.0714286	5.916667	1.94444444444444
3	chr4	111257166	111787985	1168	4.0714286	5.916667	1.94444444444444
3	chr4	111787986	112359353	1169	4.0714286	5.916667	1.94444444444444
3	chr4	112359354	112930689	1170	4.0714286	5.916667	1.94444444444444
3	chr4	112930690	113510468	1171	4.0714286	5.916667	1.94444444444444
3	chr4	113510469	114073163	1172	3.8571429	5.916667	1.94444444444444
2	chr4	114073164	114626945	1173	3.4285714	5.916667	1.94444444444444
2	chr4	114626946	115142638	1174	3.2857143	5.916667	1.94444444444444
2	chr4	115142639	115773042	1175	3.2857143	5.916667	1.94444444444444
